IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo,,,,,,,,,,,,,,,,,,,,,,,,,
3575-55-LE17;NORMALIZACION INSTALACIONES GAS 5 ESTABLECIMIENTOS  EDUCACIONALES  FLORIDA, D°2052.;LE;Adjudicada a uno o varios proveedores;18/12/2017 17:25:34;NORMALIZACION INSTALACIONES GAS 5 ESTABLECIMIENTOS  EDUCACIONALES  FLORIDA, D°2052.  VISITA  A TERRENO OBLIGATORIA PARA   EL  DIA MARTES     26 DE  DICIEMBRE    DE  2017, SALIDA  15:00 HORAS DESDE DAEM FLORIDA, ARTURO PRAT  N° 675, FLORIDA. ;CLP;PUBLICADO;DISPONIBLE;15.812.673;Ilustre Municipalidad de Florida,,,,,,,,,,,,,,,,,,,,
2945-33-LE18;ADQUISICION DE HORNO INDUSTRIAL PARA CENTROS DE ABASTECIMIENTO DE LA ARMADA;LE;Adjudicada a uno o varios proveedores;23/02/2018 10:32:38;HORNO INDUSTRIAL PARA CENTROS DE ABASTECIMIENTO ;CLP;PUBLICADO;DISPONIBLE;18.860.000;ARMADA DE CHILE,,,,,,,,,,,,,,,,,,,,,,,,,
2950-8-L118;ADQUISICIÓN E INSTALACIÓN  DE MARMITA A GAS;L1;Adjudicada a uno o varios proveedores;27/02/2018 14:29:12;ADQUIRIR MARMITA A GAS CON INSTALACIÓN INCLUIDA, BAÑO MARÍA VAPOR AUTOGENERADO 300 LITROS. considerará como obligatorio asistir a visita a terreno el día miercoles 7 de marzo de 2018, a las 10:00 hrs., en la siguiente dirección. Avda. Hontaneda S/N°, Playa Ancha, Valparaíso;CLP;PUBLICADO;DISPONIBLE;4.000.000;ARMADA DE CHILE,,,,,,,,,,,,,,,,,,,,
3575-54-LE17;NORMALIZACION INSTALACIONES GAS 8 ESTABLECIMIENTOS  EDUCACIONALES  FLORIDA, D°2051.;LE;Adjudicada a uno o varios proveedores;18/12/2017 17:08:49;NORMALIZACION INSTALACIONES GAS 8 ESTABLECIMIENTOS  EDUCACIONALES  FLORIDA, D°2051.VISITA  A TERRENO OBLIGATORIA PARA   EL  DIA MARTES     26 DE  DICIEMBRE    DE  2017, SALIDA  9:30 HORAS DESDE DAEM FLORIDA, ARTURO PRAT  N° 675, FLORIDA. ;CLP;PUBLICADO;DISPONIBLE;15.133.777;Ilustre Municipalidad de Florida,,,,,,,,,,,,,,,,,,,,
4050-129-CO17;CS  ABARROTES, FRUTERÍA, CARNICERÍA, ASEO Y GAS PA;CO;Adjudicada a uno o varios proveedores;29/12/2017 21:26:30;CONVENIO SUMINISTRO DE ABARROTES, FRUTERÍA, CARNICERÍA, ASEO Y GAS PARA LA MUNICIPALIDAD DE LONQUIMAY.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 100 UTM e inferior a 1000 UTM;Ilustre Municipalidad de Lonquimay,,,,,,,,,,,,,,,,,,,
539778-2-L118;ELEMENTOS PARA SOLDADURA SUBMARINA;L1;Adjudicada a uno o varios proveedores;04/04/2018 10:15:19;PARA SU USO EN LA PARTIDA DE SALVATAJE DE LA 3ERA. ZONA NAVAL.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;ARMADA DE CHILE,,,,,,,,,,,,,,,,,,,,,,,,,
5394-12-L118;INSTALACIÓN DE ESTACIÓN DE GASES Y RED DE SUMINISTRO DE GASES DE HIDROGENO;L1;Adjudicada a uno o varios proveedores;14/03/2018 19:19:46;INSTALACIÓN DE ESTACIÓN DE GASES Y RED DE SUMINISTRO DE GASES DE HIDRÓGENO PARA EL LABORATORIO DEL CENTRO DE CULTIVOS MARINOS BAHIA LAREDO DE LA UNIVERSIDAD DE MAGALLANES.;CLP;PUBLICADO;ESTIMADO;2.272.000;Universidad de Magallanes,,,,,,,,,,,,,,,,,,,,,,,,,
2273-34-L118;CPAP CON HUMIFICADOR DECRETO 2000-97 mms;L1;Adjudicada a uno o varios proveedores;24/01/2018 14:53:58;CPAP CON HUMIFICADOR DECRETO 2000-97 mms PROG. AYUDAS TECNICAS E INSUMOS HOSPITALARIOS;CLP;PUBLICADO;ESTIMADO;300.000;I. MUNICIPALIDAD DE LA PINTANA,,,,,,,,,,,,,,,,,,,,,,,,,
2658-26-L118;CALENTADOR A GAS O.P.N. 331 DIDECO;L1;Adjudicada a uno o varios proveedores;19/03/2018 12:51:34;PARA EL DEPARTAMENTO SOCIAL DEPENDIENTE DE LA DIRECCION DE DIDECO;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Municipalidad de Ancud,,,,,,,,,,,,,,,,,,,,,,,,,
3637-2-L118;SUMINISTRO DE 80 BIDONES DE AGUA PURIFICADAMINERA;L1;Adjudicada a uno o varios proveedores;16/01/2018 18:50:18;La presente licitación tiene por objeto adquirir el “SUMINISTRO DE 80 BIDONES DE AGUA PURIFICADAMINERAL SIN GAS, DE 20 LITROS CADA UNO”, para el hall de la Municipalidad de San Gregorio.;CLP;PUBLICADO;DISPONIBLE;400.000;Ilustre Municipalidad de San Gregorio,,,,,,,,,,,,,,,,,,,,,,,
5855-5-L118;ADQUISICIÓN FOSAS BAÑOS PÚBLICOS PUEBLO CAMARONES;L1;Adjudicada a uno o varios proveedores;19/01/2018 17:20:49;ADQUISICIÓN FOSAS BAÑOS PÚBLICOS PUEBLO CAMARONES DECRETO APRUEBA BASES ADMINISTRATIVAS Y TECNICAS 129 DE FECHA 19.01.2018;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Ilustre Municipalidad de Camarones,,,,,,,,,,,,,,,,,,,,,,,,,
3921-107-L117;Servicios para revisiones Autoclaves y caldera;L1;Adjudicada a uno o varios proveedores;12/12/2017 17:43:24;Se requiere de servicios para renovación de revisiones y pruebas hidrostáticas en autoclaves y caldera de los diverso centros de Salud Municipal;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Villarrica,,,,,,,,,,,,,,,,,,,,,,,,,
2583-799-L117;SMAPA-37805-CARGA PARA SOPLETES-ADM. Y FINANZAS;L1;Adjudicada a uno o varios proveedores;18/12/2017 15:40:43;20 CARGAS PARA SOPLETES A GAS PORTATIL YANES O SIMILAR, 30 ALICATES MECANICO 10 STANLEY O SIMILAR;CLP;PUBLICADO;ESTIMADO;245.000;ILUSTRE MUNICIPALIDAD DE MAIPU,,,,,,,,,,,,,,,,,,,,,,,,
3824-5-CO18;SERV. MANTENCIÓN Y REPARACIÓN AREA ELÉCTRICA 2018;CO;Adjudicada a uno o varios proveedores;05/02/2018 14:06:44;El objeto es disponer del servicio de mantención de las distintas instalaciones eléctricas de las oficinas municipales con personal permanente mientras éstas se encuentren en funcionamiento, conforme el detalle indicado en las Especificaciones Técnicas adjuntas.;CLP;PUBLICADO;DISPONIBLE;12.387.705;Ilustre Municipalidad de Padre Hurtado,,,,,,,,,,,,,,,,,,,,,,,,
2310-118-L118;CARGAS DE AIRE ACONDICIONADO LICEO BICENTENARIO;L1;Adjudicada a uno o varios proveedores;15/03/2018 11:50:42;MANTENCION, LIMPIEZA, CARGA DE GAS U OTRO , DE 14 EQUIPOS DE AIRE ACONDICIONADOS;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;ILUSTRE MUNICIPALIDAD DE MOLINA ,,,,,,,,,,,,,,,,,,,,,,
3977-12-L118;COMPRESOR DENTAL 1HP Equivalente a SCHULZ;L1;Adjudicada a uno o varios proveedores;27/03/2018 14:41:25;Adquisición de Compresor Dental 1HP equivalente a SCHULZ o similar para reparación de modulo Dental Clínica Móvil. Orden de Pedido Nº26;CLP;PUBLICADO;DISPONIBLE;600.000;Ilustre Municipalidad de Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,
3946-5-L118;SERVICIOS ELECTRICOS PARA FESTIVAL DE LA VOZ 2018;L1;Adjudicada a uno o varios proveedores;26/01/2018 12:08:40;SERVICIOS DE INSTALACION ELECTRICA PARA FESTIVAL DE LA VOZ PICHIDEGUA 2018”;CLP;PUBLICADO;DISPONIBLE;1.500.000;Ilustre Municipalidad de Pichidegua,,,,,,,,,,,,,,,,,,,,,,,,,
4488-7-L118;OXIGENO MEDICINAL;L1;Adjudicada a uno o varios proveedores;03/04/2018 13:03:11;CONVENIO SUMINISTRO POR RECARGAS DE OXIGENO MEDICINAL CESFAM YANEQUEN NEGRETE;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Ilustre Municipalidad de Negrete,,,,,,,,,,,,,,,,,,,,,,,,,
5196-34-L118;Mantenimiento equipos de cocina;L1;Adjudicada a uno o varios proveedores;02/04/2018 11:36:46;Mantenimiento de equipos de cocina;CLP;PUBLICADO;DISPONIBLE;1.210.000;Fuerza Aérea de Chile,,,,,,,,,,,,,,,,,,,,,,,,,
2790-19-L118;SERV. DE MANTENCIÓN RED DE SUMINISTRO DE GASES CLINICOS, CESFAM PAINE-HOSPITAL;L1;Adjudicada a uno o varios proveedores;14/02/2018 13:24:51;DECRETO N°0080/12.01.2018, QUE APRUEBA ESPECIFICACIONES TÉCNICAS Y CRITERIOS DE EVALUACIÓN PARA SERVICIO DE MANTENCIÓN RED DE SUMINISTRO DE GASES CLINICOS, CESFAM DR. MIGUEL SOLAR-CESFAM DR. RAUL MOYA, s/solicitud de compra N°63330/12.01.2018 (DESAM);CLP;PUBLICADO;DISPONIBLE;4.600.000;ILUSTRE MUNICIPALIDAD DE PAINE,,,,,,,,,,,,,,,,,,,,,
745712-4-L118;DLA SC 333- MANTENCIÓN DE POZO PROFUNDO- OPERACION;L1;Adjudicada a uno o varios proveedores;27/03/2018 16:01:39;Normar el proceso de Licitación pública para mantención del pozo profundo  del Departamento Laboratorios y Estaciones Cuarentenarias del SAG Lo Aguirre.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Servicio Agrícola y Ganadero,,,,,,,,,,,,,,,,,,,,,,,,,
636-556-L117;Adquisición de Tomas Mural de Oxígeno;L1;Adjudicada a uno o varios proveedores;21/12/2017 16:38:32;adquisición de tomas mural de oxígeno. Marca Beacon medaes, modelo diamond  care.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Servicio de Salud Arica,,,,,,,,,,,,,,,,,,,,,,,,
2452-44-L118; ESTUFAS A GAS 5K - VIEL;L1;Adjudicada a uno o varios proveedores;07/02/2018 15:58:31;vb5021, equipamiento para calefaccionar los box de atención;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;MUNICIPALIDAD DE SANTIAGO,,,,,,,,,,,,,,,,,,,,,,,,
3942-3-L118;Compresor dental Cesam Lebu Norte;L1;Adjudicada a uno o varios proveedores;16/01/2018 12:13:00;la necesidad de adquirir compresor Dental para cumplimiento de metas en tratamientos dental a usuarios del Cesfam Lebu Norte.-;CLP;PUBLICADO;DISPONIBLE;750.000;Ilustre Municipalidad de Lebu,,,,,,,,,,,,,,,,,,,,,,,,,
3502-24-L118;Contratación mecánica de suelo, absorción y topogr;L1;Adjudicada a uno o varios proveedores;23/02/2018 10:02:00;contratación mecánica de suelo, absorción y topografía;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;MUNICIPALIDAD DE TRAIGUEN,,,,,,,,,,,,,,,,,,,,,,,
4173-53-LE17;CALEFACTORES A GAS INTERNADO MIXTO CAV;LE;Adjudicada a uno o varios proveedores;27/11/2017 12:55:54;ADQUISICIÓN DE CALEFACTORES A GAS PARA INTERNADO MIXTO CAV;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;Ilustre Municipalidad de Quirihue,,,,,,,,,,,,,,,,,,,,,,,,,
2683-16-L118;ADQ. TABLAS PINO, TARROS DE GAS Y OTROS;L1;Adjudicada a uno o varios proveedores;05/02/2018 18:12:52;PARA USO DE ASEO Y ORNATO EN TERRENO;CLP;PUBLICADO;ESTIMADO;3.128.986;I. MUNICIPALIDAD DE COLINA,,,,,,,,,,,,,,,,,,,,,,,,
2432-4-L118;Calefactor mural a gas licuado;L1;Adjudicada a uno o varios proveedores;21/02/2018 12:10:00;Dirección de aseo y ornato - Sol. de Mat. N-AO70;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I.MUNICIPALIDAD DE ESTACION CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,
794947-12-L118;SA 44 UUII 005-012 MANTTO CALDERAS, CHAN;L1;Adjudicada a uno o varios proveedores;13/03/2018 16:12:30;SA 44 UUII 005-012 MANTTO PREVENTIVO Y CORRECTIVO DE CALDERAS, EN AV. DIEGO PORTALES #1605, CASINO ÁGUILAS DEL NORTE.  ;CLP;PUBLICADO;DISPONIBLE;2.000.000;Fuerza Aérea de Chile,,,,,,,,,,,,,,,,,,,,,,
1658-160-L118;S112/2018/DIDECO/SERVICIO DE MANTENCION Y REPARACION DE ESTUFAS DE MURO A GAS EN BIBLIOTECA GALO SEPULVEDA;L1;Adjudicada a uno o varios proveedores;22/03/2018 16:44:53;S112/2018/DIDECO/SERVICIO DE MANTENCION Y REPARACION DE ESTUFAS DE MURO A GAS EN BIBLIOTECA GALO SEPULVEDA;CLP;PUBLICADO;ESTIMADO;1.190.000;Municipalidad de Temuco,,,,,,,,,,,,,,,,,,,,,,,,,
2583-239-L118;SP304-Adquisición de cilindros vacios-G.Interna/Daf-tg;L1;Adjudicada a uno o varios proveedores;27/03/2018 21:28:00;Cumplir con los objetivos de la Dirección de Administración y Finanzas por la adquisición de cilindros vacios para ser utilizados en la Dirección de Operaciones para el personal que trabaja en dicha dirección.;CLP;PUBLICADO;ESTIMADO;114.002;ILUSTRE MUNICIPALIDAD DE MAIPU,,,,,,,,,,,,,,,,,,,,,,,,,
3442-48-L117;SERVICIO REPARACION POZO CAPTACION AGUA;L1;Adjudicada a uno o varios proveedores;27/12/2017 13:00:59;La Ilustre Municipalidad de Vichuquén solicita el servicio profesional para mejorar el encamisado del pozo de captación de aguas para la planta productora de agua potable instalada en la Villa Brisas de Torca, Llico, Comuna de Vichuquén.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Vichuquén,,,,,,,,,,,,,,,,,,,,,,,
2310-780-L117;ESTUFAS, ENFRIADORES DE AIRE Y CILINDRO DE GAS ESCUELA SUPERIOR DE HOMBRES;L1;Adjudicada a uno o varios proveedores;27/12/2017 12:46:33;ESTUFAS, ENFRIADORES DE AIRE Y CILINDRO DE GAS ESCUELA SUPERIOR DE HOMBRES;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;ILUSTRE MUNICIPALIDAD DE MOLINA ,,,,,,,,,,,,,,,,,,,,,,,
3496-1-L118;OXIGENO MEDICINAL CESFAM COBQUECURA ;L1;Adjudicada a uno o varios proveedores;24/01/2018 15:08:40;ADQUISCION DE LOS SERVICIOS PARA PROVEER DE OXIGENO MEDICINAL PARA CESFAM COBQUECURA;CLP;PUBLICADO;ESTIMADO;2.500.000;ILUSTRE MUNICIPALIDAD DE COBQUECURA,,,,,,,,,,,,,,,,,,,,,,,,,
1947-172-LQ17;810- CONTRATO DE EJECUCION EN EL TIEMPO DE SERVICIO DE TERAPIA CON ÓXIDO NÍTRICO CON  EQUIPO EN COMODATO (sra);LQ;Adjudicada a uno o varios proveedores;21/12/2017 17:04:54;Programa compra 2017 ( que surge de la consolidación de las diferentes Unidades y Servicios para cubrir la necesidad de contar con diversos productos requeridos para el Hospital, y de carácter indispensable para el buen funcionamiento de la Organización) ;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;Hospital de Niños Roberto del Rio,,,,,,,,,,,,,,,,,,,,,,,,
813685-4-LE18;ADQUISICIÓN DE ARTÍCULOS MENAJE ÁMBITO MARÍTIMO;LE;Adjudicada a uno o varios proveedores;20/02/2018 09:43:41;ADQUISICIÓN DE ARTÍCULOS PARA UNIDADES Y REPARTICIONES DEPENDIENTES DE LA DIRECCIÓN GENERAL DEL TERRITORIO MARÍTIMO Y MARINA MERCANTE, MENAJE ÁMBITO MARÍTIMO AÑO 2018;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;ARMADA DE CHILE,,,,,,,,,,,,,,,,,,,,,,,,
3824-10-LP18;Servicio Oxigeno Medicinal Cesfam y Red Pacientes;LP;Adjudicada a uno o varios proveedores;28/02/2018 10:42:50;El Objetivo es disponer del suministro Equipos, Oxigeno y Recargas de Oxigeno en las dependencias del CESFAM Juan Pablo II, SAPU y entrega en domicilio a la red de pacientes oxigeno dependientes de la comuna de Padre Hurtado. Lo anterior facilitara el accseso de los usuarios que requieran de los tratamientos que utilizan este elemento, indicado por el personal medico autorizado para dichos fines.;CLP;PUBLICADO;DISPONIBLE;55.200.000;Ilustre Municipalidad de Padre Hurtado,,,,,,,,,,,,,,,,,,,,,,
2043-24-LP17;SUMINISTRO GAS A GRANEL H.PURÉN CON INSTALACIONES;LP;Adjudicada a uno o varios proveedores;20/11/2017 15:33:14;La presente licitación tiene como objetivo la contratación de suministro de gas  licuado a granel con la instalación de calderas correspondientes para el Hospital de Purén, establecimiento perteneciente a la Red del Servicio de Salud Araucanía Norte, según los requerimientos técnicos.;CLP;PUBLICADO;DISPONIBLE;60.000.000;Servicio de Salud Araucanía Norte,,,,,,,,,,,,,,,,,,,,,,,
2273-118-L118;MANTENCION EXTINTORES DC 331 CPM;L1;Adjudicada a uno o varios proveedores;01/03/2018 17:15:00;SOLICITADO POR DAF;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I. MUNICIPALIDAD DE LA PINTANA,,,,,,,,,,,,,,,,,,,,,,,,,
995-4-LE18;SERVICIO DE LIMPIEZA DE FOSAS SEPTICAS, CARROMATO;LE;Adjudicada a uno o varios proveedores;23/01/2018 17:11:00;La Dirección de Vialidad, dentro de su plan de trabajo de mantención de caminos que afectan positivamente al ámbito social y productivo de la Región de Atacama, requiere contratar los servicios de Limpieza de Fosas Sépticas.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;MOP - Dirección de Vialidad,,,,,,,,,,,,,,,,,,,,,,
1658-123-L118;S38/2018/FINANZAS-MAYORDOMIA/ PROVISION E INSTALACION DE 01 EQUIPO DE AIRE ACONDICIONADO DE 24 BTU.;L1;Adjudicada a uno o varios proveedores;12/03/2018 12:00:36;PROVISION E INSTALACION DE 01 EQUIPO DE AIRE ACONDICIONADO DE 24.000 BTU, PARA OFICINA SR. ALCALDE EDIFICIO PRAT N°650, MUNICIPALIDAD DE TEMUCO.;CLP;PUBLICADO;ESTIMADO;1.500.000;Municipalidad de Temuco,,,,,,,,,,,,,,,,,,,,,,,
635-56-L118;COMPRA DE INSUMOS DE LABORATORIO PARA EL CSA, OT N° 494;L1;Adjudicada a uno o varios proveedores;16/03/2018 10:42:33;El Centro de Salud Ambiental, dependiente de la Subdirección de Gestión Asistencial, requiere la compra de los siguientes insumos:  1000 unidades de Cintas Accu- Chek performa similar a marca Roche, para determinación de la glicemia, apto para autocontrol  500 unidades Bebida para test de tolerancia a la glucosa, solución sin gas y sin cafeína con 75 gr. de dextrosa (glucosa), saborizado, envase  ;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Servicio de Salud Arica,,,,,,,,,,,,,,,,,
1709-3-L118;OXIGENO MEDICINAL PARA CESFAM ARMANDO WILLIAMS;L1;Adjudicada a uno o varios proveedores;25/01/2018 18:01:29;OXIGENO MEDICINAL PARA CESFAM ARMANDO WILLIAMS;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Cauquenes,,,,,,,,,,,,,,,,,,,,,,,,,
1864-13-LE17;Diagnóstico instalaciones Camping Calafquén. ;LE;Adjudicada a uno o varios proveedores;30/11/2017 19:14:50;CONTRATACIÓN DEL SERVICIO DE DIAGNOSTICO DE LAS INSTALACIONES SANITARIAS, DE GAS Y DE DETECCIÓN Y EXTINCIÓN DE INCENDIO EN EL CAMPING CALAFQUÉN.  ;CLP;PUBLICADO;DISPONIBLE;15.000.000;Corporación de Fomento de la Producción - CORFO,,,,,,,,,,,,,,,,,,,,,,,,
2201-3-LE18;Serv de Mant. Preventiva y correctiva para gases;LE;Adjudicada a uno o varios proveedores;09/01/2018 16:24:51;Los presentes Bases tienen por objeto regular el proceso de licitación y la adjudicación de los servicios requeridos, constituyendo el instrumento guía a aplicar en el proceso de Licitación Pública que celebre el Instituto, para la adquisición del Servicio de Mantención Preventiva y Correctiva de Central y Red Mural de Gases Clínicos del Instituto Nacional de Rehabilitación Pedro Aguirre Cerda.  La oferta deberá efectuarse a través del Portal Mercado Público. El ámbito del servicio requerido en la presente propuesta se encuentra contenido en estas bases, y en los demás documentos que se indiquen a través del Portal y que forman parte de esta propuesta;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;Instituto Nac. de Rehabilitación Pedro Aguirre C.,,,,,,,,,,,,,,,,,,,,,,
1769-3-LP18;SUMINISTRO DE GASES  CLINICOS S.A.R. VALDIVIA;LP;Adjudicada a uno o varios proveedores;05/01/2018 17:26:00;SUMINISTRO DE GASES CLINICOS S.A.R. VALDIVIA RESOLUCION 6934 DEL 29 DE DICIEMBRE DE 2017.-;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;Servicio de Salud Valdivia,,,,,,,,,,,,,,,,,,,,,,,,,
5737-2-LE18;SERVICIOS DE INSTALACION DE MALLA DE SEGURIDAD ;LE;Adjudicada a uno o varios proveedores;06/03/2018 12:37:00;SERVICIOS DE INSTALACIÓN DE MALLA DE SEGURIDAD EN CIERRE PERIMETRAL, INSTALACIÓN DE MALLA Y PORTÓN PARA CASETA DE GAS E INSTALACIÓN DE ESTACIONAMIENTO DE BICICLETAS CON TECHO PARA DEPENDENCIAS DEL HOGAR ESTUDIANTIL WE LIWEN”. JUNAEB LOS RÍOS.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;JUNAEB,,,,,,,,,,,,,,,,,,,,,,,,
2759-24-L118;Compra de sillas de con apoya brazos, malla negra,;L1;Adjudicada a uno o varios proveedores;21/03/2018 10:53:58;Compra Sillas con apoya brazos, respaldo polipropileno, malla negra, apoyo lumbar, asiento tapiz de lana negra, espuma alta densidad, brazos ajustables en altura, pistón a gas, estrella y ruedas de nylon. Reclinable, reg. altura, del tipo Celta o similar.;CLP;PUBLICADO;DISPONIBLE;290.000;I. Municipalidad de Coronel,,,,,,,,,,,,,
1640-8-L118;Equipamiento médico, reparación y accesorios;L1;Adjudicada a uno o varios proveedores;01/02/2018 16:16:23;reparación de equipamiento médico;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Hospital de Tomé,,,,,,,,,,,,,,,,,,,,,,,,
4776-4-R118;Cilindros Contenedores de Oxígeno para el CSS;L1;Adjudicada a uno o varios proveedores;15/01/2018 15:54:00;El objeto de la presente licitación es la “Adquisición de Cilindros Contenedores de Oxígeno para el Centro de Salud Santiago”.  El llamado correspondiente, se efectuará, a través del Sistema de Compras y Contrataciones Públicas, contenido en la Ley N° 19.886 y su Reglamento, en la plataforma de licitaciones de Chilecompra, cuya dirección es http: www.mercadopublico.cl, en adelante llamado “Portal”.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;CAPREDENA,,,,,,,,,,,,,,,,,,,
4776-4-L118;Cilindros Contenedores de Oxígeno para el CSS - Readjudicada en Id 4776-4-R118;L1;Adjudicada a uno o varios proveedores;15/01/2018 15:54:00;El objeto de la presente licitación es la “Adquisición de Cilindros Contenedores de Oxígeno para el Centro de Salud Santiago”.  El llamado correspondiente, se efectuará, a través del Sistema de Compras y Contrataciones Públicas, contenido en la Ley N° 19.886 y su Reglamento, en la plataforma de licitaciones de Chilecompra, cuya dirección es http: www.mercadopublico.cl, en adelante llamado “Portal”.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;CAPREDENA,,,,,,,,,,,,,,,,,,,
1709-5-L118;OXÍGENO MEDICINAL PARA SAPU JUAN SAAVEDRA MACAYA;L1;Adjudicada a uno o varios proveedores;26/01/2018 15:49:34;OXÍGENO MEDICINAL PARA SAPU JUAN SAAVEDRA MACAYA;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Cauquenes,,,,,,,,,,,,,,,,,,,,,,,,,
523524-5-L118;Equipo de Aire Acondicionado para DR de Los Rios.-;L1;Adjudicada a uno o varios proveedores;27/03/2018 17:02:05;La Defensoría Regional de Los Ríos, en adelante también “la Defensoría”, llama a Licitación Pública con el objeto de adquirir un equipo de aire acondicionado, su instalación y la desinstalación del equipo antiguo en oficina de la Defensoría Regional de Los Ríos,  ubicada en calle Beauchef N° 889, de la ciudad de Valdivia.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Defensoría Penal Pública,,,,,,,,,,,,,,,,,,,,
1658-78-L118;S28/2018/FINANZAS/PROVISION E INSTALACION DE 3 EQUIPOS DE AIRE ACONDICIONADO OFICINA JURIDICO;L1;Adjudicada a uno o varios proveedores;15/02/2018 13:17:51;S28/2018/FINANZAS/PROVISION E INSTALACION DE 3 EQUIPOS DE AIRE ACONDICIONADO OFICINA JURIDICO;CLP;PUBLICADO;ESTIMADO;3.600.000;Municipalidad de Temuco,,,,,,,,,,,,,,,,,,,,,,,,,
4051-4-L118;ADQUISICIÓN DETECTOR DE GASES PARA MUNICIPALIDAD;L1;Adjudicada a uno o varios proveedores;09/02/2018 12:49:15;El objetivo de la propuesta es adquirir un Monitor multi-gas, capaz de detectar diversos gases tóxicos que se encuentran en alcantarillado de 1 a 4 gases simultáneamente, O2 – CO – H2S- LEL gases combustibles, de acuerdo a las características técnicas indicadas en especificaciones técnicas.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Ilustre Municipalidad de Ollagüe,,,,,,,,,,,,,,,,,,,,,,
1658-81-L118;S29/2018/FINANZAS/PROVISION E INSTALACION 1 EQUIPO AIRE ACONDICIONADO DE 36000 BTU Y RETIRO EXISTENTE;L1;Adjudicada a uno o varios proveedores;16/02/2018 15:51:00;S29/2018/FINANZAS/PROVISION E INSTALACION 1 EQUIPO AIRE ACONDICIONADO DE 36000 BTU Y RETIRO EXISTENTE;CLP;PUBLICADO;ESTIMADO;2.320.000;Municipalidad de Temuco,,,,,,,,,,,,,,,,,,,,,,,,,
1658-82-L118;S27/2018/FINANZAS/PROVISION E INSTALACION DE 1 EQUIPO AIRE ACONDICIONADO DE 12.000 BTU;L1;Adjudicada a uno o varios proveedores;16/02/2018 16:39:53;S27/2018/FINANZAS/PROVISION E INSTALACION DE 1 EQUIPO AIRE ACONDICIONADO DE 12.000 BTU;CLP;PUBLICADO;ESTIMADO;750.000;Municipalidad de Temuco,,,,,,,,,,,,,,,,,,,,,,,,,
1709-4-L118;OXÍGENO MEDICINAL PARA CESFAM DR. RICARDO VALDÉS;L1;Adjudicada a uno o varios proveedores;26/01/2018 14:46:02;OXÍGENO MEDICINAL PARA CESFAM DR. RICARDO VALDÉS;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Cauquenes,,,,,,,,,,,,,,,,,,,,,,,,,
1544-14-LE18;SUMINISTRO DE OXIGENO MEDICINAL Y OXIDO NITROSO;LE;Adjudicada a uno o varios proveedores;04/04/2018 17:08:00;SUMINISTRO DE OXIGENO MEDICINAL  METRO CUBICOS Y OXIDO NITROSO,SOL.COMPRA N°69 D. CHRISTIAN MORENO KINESIOLOGO, SE ADJUNTAN BASES;CLP;PUBLICADO;DISPONIBLE;37.350.840;Hospital de Taltal,,,,,,,,,,,,,,,,,,,,,,,
